country,vaccine,year,immunization_coverage
dma,dtp3,2009,99.0
dma,dtp3,2010,98.0
dma,dtp3,2011,98.0
dma,dtp3,2012,97.0
dma,dtp3,2013,96.0
dma,dtp3,2014,97.0
dma,dtp3,2015,98.0
dma,dtp3,2016,99.0
dma,dtp3,2017,91.0
dnk,dtp1,1980,97.0
dnk,dtp1,1981,97.0
dnk,dtp1,1982,97.0
dnk,dtp1,1983,96.0
dnk,dtp1,1984,95.0
dnk,dtp1,1985,99.0
dnk,dtp1,1986,97.0
dnk,dtp1,1987,97.0
dnk,dtp1,1988,97.0
dnk,dtp1,1989,98.0
dnk,dtp1,1990,98.0
dnk,dtp1,1991,98.0
dnk,dtp1,1992,98.0
dnk,dtp1,1993,97.0
dnk,dtp1,1994,96.0
dnk,dtp1,1995,97.0
dnk,dtp1,1996,94.0
dnk,dtp1,1997,97.0
dnk,dtp1,1998,99.0
dnk,dtp1,1999,99.0
dnk,dtp1,2000,98.0
dnk,dtp1,2001,97.0
dnk,dtp1,2002,99.0
dnk,dtp1,2003,98.0
dnk,dtp1,2004,95.0
dnk,dtp1,2005,93.0
dnk,dtp1,2006,93.0
dnk,dtp1,2007,87.0
dnk,dtp1,2008,89.0
dnk,dtp1,2009,90.0
dnk,dtp1,2010,93.0
dnk,dtp1,2011,94.0
dnk,dtp1,2012,97.0
dnk,dtp1,2013,97.0
dnk,dtp1,2014,96.0
dnk,dtp1,2015,96.0
dnk,dtp1,2016,97.0
dnk,dtp1,2017,99.0
dnk,dtp3,1980,88.0
dnk,dtp3,1981,88.0
dnk,dtp3,1982,87.0
dnk,dtp3,1983,86.0
dnk,dtp3,1984,86.0
dnk,dtp3,1985,90.0
dnk,dtp3,1986,89.0
dnk,dtp3,1987,88.0
dnk,dtp3,1988,87.0
dnk,dtp3,1989,89.0
dnk,dtp3,1990,90.0
dnk,dtp3,1991,90.0
dnk,dtp3,1992,91.0
dnk,dtp3,1993,88.0
dnk,dtp3,1994,89.0
dnk,dtp3,1995,90.0
dnk,dtp3,1996,77.0
dnk,dtp3,1997,92.0
dnk,dtp3,1998,99.0
dnk,dtp3,1999,99.0
dnk,dtp3,2000,97.0
dnk,dtp3,2001,97.0
dnk,dtp3,2002,98.0
dnk,dtp3,2003,96.0
dnk,dtp3,2004,95.0
dnk,dtp3,2005,93.0
dnk,dtp3,2006,93.0
dnk,dtp3,2007,87.0
dnk,dtp3,2008,88.0
dnk,dtp3,2009,89.0
dnk,dtp3,2010,90.0
dnk,dtp3,2011,91.0
dnk,dtp3,2012,94.0
dnk,dtp3,2013,94.0
dnk,dtp3,2014,94.0
dnk,dtp3,2015,93.0
dnk,dtp3,2016,94.0
dnk,dtp3,2017,98.0
dom,bcg,1980,29.0
dom,bcg,1981,34.0
dom,bcg,1982,38.0
dom,bcg,1983,41.0
dom,bcg,1984,43.0
dom,bcg,1985,51.0
dom,bcg,1986,54.0
dom,bcg,1987,57.0
dom,bcg,1988,60.0
dom,bcg,1989,63.0
dom,bcg,1990,70.0
dom,bcg,1991,74.0
dom,bcg,1992,78.0
dom,bcg,1993,82.0
dom,bcg,1994,86.0
dom,bcg,1995,90.0
dom,bcg,1996,79.0
dom,bcg,1997,88.0
dom,bcg,1998,86.0
dom,bcg,1999,99.0
dom,bcg,2000,90.0
dom,bcg,2001,98.0
dom,bcg,2002,97.0
dom,bcg,2003,95.0
dom,bcg,2004,97.0
dom,bcg,2005,96.0
dom,bcg,2006,95.0
dom,bcg,2007,92.0
dom,bcg,2008,92.0
dom,bcg,2009,96.0
dom,bcg,2010,98.0
dom,bcg,2011,99.0
dom,bcg,2012,99.0
dom,bcg,2013,99.0
dom,bcg,2014,99.0
dom,bcg,2015,99.0
dom,bcg,2016,99.0
dom,bcg,2017,99.0
dom,dtp1,1980,61.0
dom,dtp1,1981,52.0
dom,dtp1,1982,53.0
dom,dtp1,1983,54.0
dom,dtp1,1984,59.0
dom,dtp1,1985,64.0
dom,dtp1,1986,93.0
dom,dtp1,1987,93.0
dom,dtp1,1988,80.0
dom,dtp1,1989,80.0
dom,dtp1,1990,87.0
dom,dtp1,1991,88.0
dom,dtp1,1992,90.0
dom,dtp1,1993,91.0
dom,dtp1,1994,90.0
dom,dtp1,1995,89.0
dom,dtp1,1996,88.0
dom,dtp1,1997,86.0
dom,dtp1,1998,91.0
dom,dtp1,1999,95.0
dom,dtp1,2000,91.0
dom,dtp1,2001,95.0
dom,dtp1,2002,92.0
dom,dtp1,2003,88.0
dom,dtp1,2004,87.0
dom,dtp1,2005,92.0
dom,dtp1,2006,93.0
dom,dtp1,2007,87.0
dom,dtp1,2008,86.0
dom,dtp1,2009,85.0
dom,dtp1,2010,96.0
dom,dtp1,2011,91.0
dom,dtp1,2012,92.0
dom,dtp1,2013,91.0
dom,dtp1,2014,95.0
dom,dtp1,2015,99.0
dom,dtp1,2016,98.0
dom,dtp1,2017,99.0
dom,dtp3,1980,36.0
dom,dtp3,1981,27.0
dom,dtp3,1982,28.0
dom,dtp3,1983,29.0
dom,dtp3,1984,34.0
dom,dtp3,1985,39.0
dom,dtp3,1986,80.0
dom,dtp3,1987,80.0
dom,dtp3,1988,69.0
dom,dtp3,1989,58.0
dom,dtp3,1990,69.0
dom,dtp3,1991,71.0
dom,dtp3,1992,73.0
dom,dtp3,1993,75.0
dom,dtp3,1994,74.0
dom,dtp3,1995,72.0
dom,dtp3,1996,72.0
dom,dtp3,1997,73.0
dom,dtp3,1998,75.0
dom,dtp3,1999,83.0
dom,dtp3,2000,78.0
dom,dtp3,2001,72.0
dom,dtp3,2002,82.0
dom,dtp3,2003,79.0
dom,dtp3,2004,79.0
dom,dtp3,2005,87.0
dom,dtp3,2006,89.0
dom,dtp3,2007,85.0
dom,dtp3,2008,82.0
dom,dtp3,2009,82.0
dom,dtp3,2010,88.0
dom,dtp3,2011,84.0
dom,dtp3,2012,85.0
dom,dtp3,2013,83.0
dom,dtp3,2014,91.0
dom,dtp3,2015,85.0
dom,dtp3,2016,87.0
dom,dtp3,2017,84.0
dza,bcg,1985,86.0
dza,bcg,1986,88.0
dza,bcg,1987,93.0
dza,bcg,1988,96.0
dza,bcg,1989,96.0
dza,bcg,1990,99.0
dza,bcg,1991,98.0
dza,bcg,1992,97.0
dza,bcg,1993,95.0
dza,bcg,1994,93.0
dza,bcg,1995,93.0
dza,bcg,1996,94.0
dza,bcg,1997,94.0
dza,bcg,1998,95.0
dza,bcg,1999,97.0
dza,bcg,2000,97.0
dza,bcg,2001,97.0
dza,bcg,2002,98.0
dza,bcg,2003,98.0
dza,bcg,2004,98.0
dza,bcg,2005,98.0
dza,bcg,2006,99.0
dza,bcg,2007,99.0
dza,bcg,2008,99.0
dza,bcg,2009,99.0
dza,bcg,2010,99.0
dza,bcg,2011,99.0
dza,bcg,2012,99.0
dza,bcg,2013,99.0
dza,bcg,2014,99.0
dza,bcg,2015,99.0
dza,bcg,2016,99.0
dza,bcg,2017,99.0
dza,dtp1,1985,88.0
dza,dtp1,1986,92.0
dza,dtp1,1987,92.0
dza,dtp1,1988,93.0
dza,dtp1,1989,95.0
dza,dtp1,1990,96.0
dza,dtp1,1991,96.0
dza,dtp1,1992,96.0
dza,dtp1,1993,96.0
dza,dtp1,1994,95.0
dza,dtp1,1995,96.0
dza,dtp1,1996,96.0
dza,dtp1,1997,96.0
dza,dtp1,1998,94.0
dza,dtp1,1999,92.0
dza,dtp1,2000,95.0
dza,dtp1,2001,92.0
dza,dtp1,2002,93.0
dza,dtp1,2003,93.0
dza,dtp1,2004,93.0
dza,dtp1,2005,94.0
dza,dtp1,2006,98.0
dza,dtp1,2007,98.0
dza,dtp1,2008,97.0
dza,dtp1,2009,98.0
dza,dtp1,2010,99.0
dza,dtp1,2011,99.0
dza,dtp1,2012,99.0
dza,dtp1,2013,99.0
dza,dtp1,2014,99.0
dza,dtp1,2015,99.0
dza,dtp1,2016,96.0
dza,dtp1,2017,95.0
dza,dtp3,1985,69.0
dza,dtp3,1986,73.0
dza,dtp3,1987,79.0
dza,dtp3,1988,85.0
dza,dtp3,1989,87.0
dza,dtp3,1990,89.0
dza,dtp3,1991,89.0
dza,dtp3,1992,88.0
dza,dtp3,1993,88.0
dza,dtp3,1994,87.0
dza,dtp3,1995,88.0
dza,dtp3,1996,88.0
dza,dtp3,1997,89.0
dza,dtp3,1998,85.0
dza,dtp3,1999,83.0
dza,dtp3,2000,86.0
dza,dtp3,2001,89.0
dza,dtp3,2002,86.0
dza,dtp3,2003,87.0
dza,dtp3,2004,86.0
dza,dtp3,2005,88.0
dza,dtp3,2006,95.0
dza,dtp3,2007,95.0
dza,dtp3,2008,93.0
dza,dtp3,2009,95.0
dza,dtp3,2010,95.0
dza,dtp3,2011,95.0
dza,dtp3,2012,95.0
dza,dtp3,2013,95.0
dza,dtp3,2014,95.0
dza,dtp3,2015,95.0
dza,dtp3,2016,91.0
dza,dtp3,2017,91.0
ecu,bcg,1980,76.0
ecu,bcg,1981,82.0
ecu,bcg,1982,99.0
ecu,bcg,1983,85.0
ecu,bcg,1984,99.0
ecu,bcg,1985,99.0
ecu,bcg,1986,94.0
ecu,bcg,1987,85.0
ecu,bcg,1988,92.0
ecu,bcg,1989,91.0
ecu,bcg,1990,89.0
ecu,bcg,1991,82.0
ecu,bcg,1992,99.0
ecu,bcg,1993,99.0
ecu,bcg,1994,99.0
ecu,bcg,1995,99.0
ecu,bcg,1996,99.0
ecu,bcg,1997,99.0
ecu,bcg,1998,98.0
ecu,bcg,1999,99.0
ecu,bcg,2000,99.0
ecu,bcg,2001,99.0
ecu,bcg,2002,99.0
ecu,bcg,2003,99.0
ecu,bcg,2004,99.0
ecu,bcg,2005,99.0
ecu,bcg,2006,99.0
ecu,bcg,2007,99.0
ecu,bcg,2008,98.0
ecu,bcg,2009,99.0
ecu,bcg,2010,98.0
ecu,bcg,2011,98.0
ecu,bcg,2012,94.0
ecu,bcg,2013,90.0
ecu,bcg,2014,89.0
ecu,bcg,2015,88.0
ecu,bcg,2016,84.0
ecu,bcg,2017,88.0
ecu,dtp1,1980,31.0
ecu,dtp1,1981,51.0
ecu,dtp1,1982,60.0
ecu,dtp1,1983,56.0
ecu,dtp1,1984,72.0
ecu,dtp1,1985,66.0
ecu,dtp1,1986,69.0
ecu,dtp1,1987,75.0
ecu,dtp1,1988,77.0
ecu,dtp1,1989,78.0
ecu,dtp1,1990,87.0
ecu,dtp1,1991,81.0
ecu,dtp1,1992,95.0
ecu,dtp1,1993,95.0
ecu,dtp1,1994,94.0
ecu,dtp1,1995,94.0
ecu,dtp1,1996,94.0
ecu,dtp1,1997,93.0
ecu,dtp1,1998,94.0
ecu,dtp1,1999,93.0
ecu,dtp1,2000,94.0
ecu,dtp1,2001,95.0
ecu,dtp1,2002,95.0
ecu,dtp1,2003,95.0
ecu,dtp1,2004,95.0
ecu,dtp1,2005,96.0
ecu,dtp1,2006,96.0
ecu,dtp1,2007,98.0
ecu,dtp1,2008,98.0
ecu,dtp1,2009,98.0
ecu,dtp1,2010,91.0
ecu,dtp1,2011,89.0
ecu,dtp1,2012,88.0
ecu,dtp1,2013,87.0
ecu,dtp1,2014,84.0
ecu,dtp1,2015,80.0
ecu,dtp1,2016,94.0
ecu,dtp1,2017,95.0
ecu,dtp3,1980,10.0
ecu,dtp3,1981,26.0
ecu,dtp3,1982,35.0
ecu,dtp3,1983,31.0
ecu,dtp3,1984,48.0
ecu,dtp3,1985,41.0
ecu,dtp3,1986,44.0
ecu,dtp3,1987,51.0
ecu,dtp3,1988,54.0
ecu,dtp3,1989,55.0
ecu,dtp3,1990,68.0
ecu,dtp3,1991,59.0
ecu,dtp3,1992,87.0
ecu,dtp3,1993,85.0
ecu,dtp3,1994,84.0
ecu,dtp3,1995,83.0
ecu,dtp3,1996,82.0
ecu,dtp3,1997,81.0
ecu,dtp3,1998,85.0
ecu,dtp3,1999,79.0
ecu,dtp3,2000,87.0
ecu,dtp3,2001,89.0
ecu,dtp3,2002,88.0
ecu,dtp3,2003,87.0
ecu,dtp3,2004,88.0
ecu,dtp3,2005,92.0
ecu,dtp3,2006,96.0
ecu,dtp3,2007,96.0
ecu,dtp3,2008,96.0
ecu,dtp3,2009,94.0
ecu,dtp3,2010,91.0
ecu,dtp3,2011,88.0
ecu,dtp3,2012,87.0
ecu,dtp3,2013,87.0
ecu,dtp3,2014,83.0
ecu,dtp3,2015,78.0
ecu,dtp3,2016,83.0
ecu,dtp3,2017,85.0
egy,bcg,1980,50.0
egy,bcg,1981,50.0
egy,bcg,1982,50.0
egy,bcg,1983,53.0
egy,bcg,1984,53.0
egy,bcg,1985,80.0
egy,bcg,1986,77.0
egy,bcg,1987,72.0
egy,bcg,1988,80.0
egy,bcg,1989,83.0
egy,bcg,1990,89.0
egy,bcg,1991,92.0
egy,bcg,1992,92.0
egy,bcg,1993,95.0
egy,bcg,1994,95.0
egy,bcg,1995,93.0
egy,bcg,1996,95.0
egy,bcg,1997,98.0
egy,bcg,1998,99.0
egy,bcg,1999,98.0
egy,bcg,2000,98.0
egy,bcg,2001,98.0
egy,bcg,2002,98.0
egy,bcg,2003,98.0
egy,bcg,2004,98.0
egy,bcg,2005,98.0
egy,bcg,2006,99.0
egy,bcg,2007,98.0
egy,bcg,2008,98.0
egy,bcg,2009,98.0
egy,bcg,2010,98.0
egy,bcg,2011,98.0
egy,bcg,2012,95.0
egy,bcg,2013,98.0
egy,bcg,2014,96.0
egy,bcg,2015,96.0
egy,bcg,2016,96.0
egy,bcg,2017,86.0
egy,dtp1,1980,80.0
egy,dtp1,1981,80.0
egy,dtp1,1982,80.0
egy,dtp1,1983,80.0
egy,dtp1,1984,87.0
egy,dtp1,1985,94.0
egy,dtp1,1986,93.0
egy,dtp1,1987,93.0
egy,dtp1,1988,95.0
egy,dtp1,1989,96.0
egy,dtp1,1990,95.0
egy,dtp1,1991,91.0
egy,dtp1,1992,92.0
egy,dtp1,1993,93.0
egy,dtp1,1994,94.0
egy,dtp1,1995,96.0
egy,dtp1,1996,96.0
egy,dtp1,1997,96.0
egy,dtp1,1998,97.0
egy,dtp1,1999,98.0
egy,dtp1,2000,98.0
egy,dtp1,2001,99.0
egy,dtp1,2002,98.0
egy,dtp1,2003,98.0
egy,dtp1,2004,98.0
egy,dtp1,2005,98.0
egy,dtp1,2006,98.0
egy,dtp1,2007,98.0
egy,dtp1,2008,98.0
egy,dtp1,2009,97.0
egy,dtp1,2010,97.0
egy,dtp1,2011,97.0
egy,dtp1,2012,94.0
egy,dtp1,2013,97.0
egy,dtp1,2014,96.0
egy,dtp1,2015,94.0
egy,dtp1,2016,96.0
egy,dtp1,2017,95.0
egy,dtp3,1980,57.0
egy,dtp3,1981,57.0
egy,dtp3,1982,57.0
egy,dtp3,1983,57.0
egy,dtp3,1984,69.0
egy,dtp3,1985,84.0
egy,dtp3,1986,80.0
egy,dtp3,1987,81.0
egy,dtp3,1988,87.0
egy,dtp3,1989,90.0
egy,dtp3,1990,87.0
egy,dtp3,1991,76.0
egy,dtp3,1992,79.0
egy,dtp3,1993,81.0
egy,dtp3,1994,83.0
egy,dtp3,1995,88.0
egy,dtp3,1996,90.0
egy,dtp3,1997,88.0
egy,dtp3,1998,92.0
egy,dtp3,1999,97.0
egy,dtp3,2000,98.0
egy,dtp3,2001,99.0
egy,dtp3,2002,97.0
egy,dtp3,2003,98.0
egy,dtp3,2004,97.0
egy,dtp3,2005,98.0
egy,dtp3,2006,98.0
egy,dtp3,2007,98.0
egy,dtp3,2008,97.0
egy,dtp3,2009,97.0
egy,dtp3,2010,97.0
egy,dtp3,2011,96.0
egy,dtp3,2012,93.0
egy,dtp3,2013,97.0
egy,dtp3,2014,94.0
egy,dtp3,2015,93.0
egy,dtp3,2016,95.0
egy,dtp3,2017,94.0
eri,bcg,1993,40.0
eri,bcg,1994,60.0
eri,bcg,1995,68.0
eri,bcg,1996,75.0
eri,bcg,1997,83.0
eri,bcg,1998,96.0
eri,bcg,1999,98.0
eri,bcg,2000,89.0
eri,bcg,2001,91.0
eri,bcg,2002,94.0
eri,bcg,2003,97.0
eri,bcg,2004,99.0
eri,bcg,2005,99.0
eri,bcg,2006,99.0
eri,bcg,2007,99.0
eri,bcg,2008,99.0
eri,bcg,2009,98.0
eri,bcg,2010,98.0
eri,bcg,2011,97.0
eri,bcg,2012,97.0
eri,bcg,2013,97.0
eri,bcg,2014,97.0
eri,bcg,2015,97.0
eri,bcg,2016,97.0
eri,bcg,2017,97.0
eri,dtp1,1993,49.0
eri,dtp1,1994,61.0
eri,dtp1,1995,68.0
eri,dtp1,1996,75.0
eri,dtp1,1997,83.0
eri,dtp1,1998,90.0
eri,dtp1,1999,97.0
eri,dtp1,2000,88.0
eri,dtp1,2001,91.0
eri,dtp1,2002,94.0
eri,dtp1,2003,97.0
eri,dtp1,2004,99.0
eri,dtp1,2005,99.0
eri,dtp1,2006,97.0
eri,dtp1,2007,98.0
eri,dtp1,2008,98.0
eri,dtp1,2009,98.0
eri,dtp1,2010,98.0
eri,dtp1,2011,97.0
eri,dtp1,2012,97.0
eri,dtp1,2013,97.0
eri,dtp1,2014,97.0
eri,dtp1,2015,98.0
eri,dtp1,2016,97.0
eri,dtp1,2017,97.0
eri,dtp3,1993,32.0
eri,dtp3,1994,49.0
eri,dtp3,1995,58.0
eri,dtp3,1996,66.0
eri,dtp3,1997,75.0
eri,dtp3,1998,86.0
eri,dtp3,1999,93.0
eri,dtp3,2000,81.0
eri,dtp3,2001,86.0
eri,dtp3,2002,90.0
eri,dtp3,2003,93.0
eri,dtp3,2004,98.0
eri,dtp3,2005,96.0
eri,dtp3,2006,94.0
eri,dtp3,2007,95.0
eri,dtp3,2008,95.0
eri,dtp3,2009,95.0
eri,dtp3,2010,95.0
eri,dtp3,2011,94.0
eri,dtp3,2012,94.0
eri,dtp3,2013,94.0
eri,dtp3,2014,94.0
eri,dtp3,2015,95.0
eri,dtp3,2016,95.0
eri,dtp3,2017,95.0
esp,dtp1,1984,98.0
esp,dtp1,1985,92.0
esp,dtp1,1986,96.0
esp,dtp1,1987,91.0
esp,dtp1,1988,97.0
esp,dtp1,1989,97.0
esp,dtp1,1990,95.0
esp,dtp1,1991,95.0
esp,dtp1,1992,94.0
esp,dtp1,1993,95.0
esp,dtp1,1994,96.0
esp,dtp1,1995,96.0
esp,dtp1,1996,96.0
esp,dtp1,1997,98.0
esp,dtp1,1998,98.0
esp,dtp1,1999,98.0
esp,dtp1,2000,98.0
esp,dtp1,2001,98.0
esp,dtp1,2002,98.0
esp,dtp1,2003,98.0
esp,dtp1,2004,98.0
esp,dtp1,2005,98.0
esp,dtp1,2006,98.0
esp,dtp1,2007,98.0
esp,dtp1,2008,98.0
esp,dtp1,2009,98.0
esp,dtp1,2010,98.0
esp,dtp1,2011,98.0
esp,dtp1,2012,98.0
esp,dtp1,2013,98.0
esp,dtp1,2014,98.0
esp,dtp1,2015,98.0
esp,dtp1,2016,98.0
esp,dtp1,2017,98.0
esp,dtp3,1984,95.0
esp,dtp3,1985,79.0
esp,dtp3,1986,88.0
esp,dtp3,1987,77.0
esp,dtp3,1988,93.0
esp,dtp3,1989,93.0
esp,dtp3,1990,86.0
esp,dtp3,1991,86.0
esp,dtp3,1992,84.0
esp,dtp3,1993,87.0
esp,dtp3,1994,88.0
esp,dtp3,1995,90.0
esp,dtp3,1996,90.0
esp,dtp3,1997,94.0
esp,dtp3,1998,95.0
esp,dtp3,1999,95.0
esp,dtp3,2000,95.0
esp,dtp3,2001,96.0
esp,dtp3,2002,98.0
esp,dtp3,2003,98.0
esp,dtp3,2004,97.0
esp,dtp3,2005,96.0
esp,dtp3,2006,98.0
esp,dtp3,2007,96.0
esp,dtp3,2008,97.0
esp,dtp3,2009,96.0
esp,dtp3,2010,97.0
esp,dtp3,2011,97.0
esp,dtp3,2012,97.0
esp,dtp3,2013,96.0
esp,dtp3,2014,97.0
esp,dtp3,2015,97.0
esp,dtp3,2016,97.0
esp,dtp3,2017,98.0
est,bcg,1993,98.0
est,bcg,1994,98.0
est,bcg,1995,99.0
est,bcg,1996,99.0
est,bcg,1997,99.0
est,bcg,1998,99.0
est,bcg,1999,99.0
est,bcg,2000,99.0
est,bcg,2001,99.0
est,bcg,2002,99.0
est,bcg,2003,99.0
est,bcg,2004,99.0
est,bcg,2005,99.0
est,bcg,2006,99.0
est,bcg,2007,98.0
est,bcg,2008,98.0
est,bcg,2009,97.0
est,bcg,2010,97.0
est,bcg,2011,99.0
est,bcg,2012,97.0
est,bcg,2013,96.0
est,bcg,2014,95.0
est,bcg,2015,95.0
est,bcg,2016,95.0
est,bcg,2017,94.0
est,dtp1,1993,90.0
est,dtp1,1994,92.0
est,dtp1,1995,94.0
est,dtp1,1996,96.0
est,dtp1,1997,96.0
est,dtp1,1998,97.0
est,dtp1,1999,98.0
est,dtp1,2000,96.0
est,dtp1,2001,99.0
est,dtp1,2002,99.0
est,dtp1,2003,99.0
est,dtp1,2004,98.0
est,dtp1,2005,99.0
est,dtp1,2006,98.0
est,dtp1,2007,98.0
est,dtp1,2008,97.0
est,dtp1,2009,97.0
est,dtp1,2010,96.0
est,dtp1,2011,96.0
est,dtp1,2012,96.0
est,dtp1,2013,96.0
est,dtp1,2014,95.0
est,dtp1,2015,94.0
est,dtp1,2016,94.0
est,dtp1,2017,94.0
est,dtp3,1993,71.0
est,dtp3,1994,77.0
est,dtp3,1995,82.0
est,dtp3,1996,87.0
est,dtp3,1997,87.0
est,dtp3,1998,88.0
est,dtp3,1999,91.0
est,dtp3,2000,93.0
est,dtp3,2001,94.0
est,dtp3,2002,94.0
est,dtp3,2003,94.0
est,dtp3,2004,94.0
est,dtp3,2005,96.0
est,dtp3,2006,95.0
est,dtp3,2007,95.0
est,dtp3,2008,95.0
est,dtp3,2009,95.0
est,dtp3,2010,94.0
est,dtp3,2011,93.0
est,dtp3,2012,94.0
est,dtp3,2013,94.0
est,dtp3,2014,93.0
est,dtp3,2015,93.0
est,dtp3,2016,93.0
est,dtp3,2017,93.0
eth,bcg,1981,5.0
eth,bcg,1982,6.0
eth,bcg,1983,7.0
eth,bcg,1984,8.0
eth,bcg,1985,11.0
eth,bcg,1986,13.0
eth,bcg,1987,28.0
eth,bcg,1988,27.0
eth,bcg,1989,44.0
eth,bcg,1990,64.0
eth,bcg,1991,29.0
eth,bcg,1992,26.0
eth,bcg,1993,36.0
eth,bcg,1994,65.0
eth,bcg,1995,61.0
eth,bcg,1996,57.0
eth,bcg,1997,54.0
eth,bcg,1998,54.0
eth,bcg,1999,54.0
eth,bcg,2000,56.0
eth,bcg,2001,57.0
eth,bcg,2002,58.0
eth,bcg,2003,59.0
eth,bcg,2004,60.0
eth,bcg,2005,64.0
eth,bcg,2006,66.0
eth,bcg,2007,69.0
eth,bcg,2008,71.0
eth,bcg,2009,74.0
eth,bcg,2010,76.0
eth,bcg,2011,80.0
eth,bcg,2012,74.0
eth,bcg,2013,68.0
eth,bcg,2014,69.0
eth,bcg,2015,88.0
eth,bcg,2016,83.0
eth,bcg,2017,85.0
eth,dtp1,1981,21.0
eth,dtp1,1982,21.0
eth,dtp1,1983,22.0
eth,dtp1,1984,22.0
eth,dtp1,1985,25.0
eth,dtp1,1986,27.0
eth,dtp1,1987,39.0
eth,dtp1,1988,39.0
eth,dtp1,1989,51.0
eth,dtp1,1990,73.0
eth,dtp1,1991,45.0
eth,dtp1,1992,35.0
eth,dtp1,1993,53.0
eth,dtp1,1994,80.0
eth,dtp1,1995,80.0
eth,dtp1,1996,78.0
eth,dtp1,1997,78.0
eth,dtp1,1998,61.0
eth,dtp1,1999,44.0
eth,dtp1,2000,47.0
eth,dtp1,2001,50.0
eth,dtp1,2002,52.0
eth,dtp1,2003,55.0
eth,dtp1,2004,58.0
eth,dtp1,2005,61.0
eth,dtp1,2006,64.0
eth,dtp1,2007,67.0
eth,dtp1,2008,71.0
eth,dtp1,2009,74.0
eth,dtp1,2010,77.0
eth,dtp1,2011,80.0
eth,dtp1,2012,74.0
eth,dtp1,2013,67.0
eth,dtp1,2014,73.0
eth,dtp1,2015,85.0
eth,dtp1,2016,85.0
eth,dtp1,2017,85.0
eth,dtp3,1981,3.0
eth,dtp3,1982,3.0
eth,dtp3,1983,4.0
eth,dtp3,1984,4.0
eth,dtp3,1985,6.0
eth,dtp3,1986,7.0
eth,dtp3,1987,16.0
eth,dtp3,1988,16.0
eth,dtp3,1989,26.0
eth,dtp3,1990,49.0
eth,dtp3,1991,21.0
eth,dtp3,1992,13.0
eth,dtp3,1993,28.0
eth,dtp3,1994,57.0
eth,dtp3,1995,57.0
eth,dtp3,1996,55.0
eth,dtp3,1997,55.0
eth,dtp3,1998,41.0
eth,dtp3,1999,27.0
eth,dtp3,2000,30.0
eth,dtp3,2001,32.0
eth,dtp3,2002,35.0
eth,dtp3,2003,37.0
eth,dtp3,2004,40.0
eth,dtp3,2005,44.0
eth,dtp3,2006,46.0
eth,dtp3,2007,50.0
eth,dtp3,2008,54.0
eth,dtp3,2009,58.0
eth,dtp3,2010,61.0
eth,dtp3,2011,65.0
eth,dtp3,2012,62.0
eth,dtp3,2013,59.0
eth,dtp3,2014,61.0
eth,dtp3,2015,73.0
eth,dtp3,2016,73.0
eth,dtp3,2017,73.0
fin,bcg,1980,90.0
fin,bcg,1981,90.0
fin,bcg,1982,90.0
fin,bcg,1983,90.0
fin,bcg,1984,86.0
fin,bcg,1985,83.0
fin,bcg,1986,80.0
fin,bcg,1987,90.0
fin,bcg,1988,99.0
fin,bcg,1989,91.0
fin,bcg,1990,91.0
fin,bcg,1991,99.0
fin,bcg,1992,99.0
fin,bcg,1993,99.0
fin,bcg,1994,99.0
fin,bcg,1995,99.0
fin,bcg,1996,99.0
fin,bcg,1997,99.0
fin,bcg,1998,99.0
fin,bcg,1999,99.0
fin,bcg,2000,99.0
fin,bcg,2001,99.0
fin,bcg,2002,99.0
fin,bcg,2003,98.0
fin,bcg,2004,98.0
fin,bcg,2005,98.0
fin,bcg,2006,98.0
fin,dtp1,1980,97.0
fin,dtp1,1981,97.0
fin,dtp1,1982,97.0
fin,dtp1,1983,97.0
fin,dtp1,1984,98.0
fin,dtp1,1985,98.0
fin,dtp1,1986,98.0
fin,dtp1,1987,98.0
fin,dtp1,1988,99.0
fin,dtp1,1989,96.0
fin,dtp1,1990,96.0
fin,dtp1,1991,98.0
fin,dtp1,1992,99.0
fin,dtp1,1993,99.0
fin,dtp1,1994,99.0
fin,dtp1,1995,99.0
fin,dtp1,1996,99.0
fin,dtp1,1997,99.0
fin,dtp1,1998,99.0
fin,dtp1,1999,99.0
fin,dtp1,2000,99.0
fin,dtp1,2001,99.0
fin,dtp1,2002,99.0
fin,dtp1,2003,98.0
fin,dtp1,2004,98.0
fin,dtp1,2005,99.0
fin,dtp1,2006,99.0
fin,dtp1,2007,99.0
fin,dtp1,2008,99.0
fin,dtp1,2009,99.0
fin,dtp1,2010,99.0
fin,dtp1,2011,99.0
fin,dtp1,2012,99.0
fin,dtp1,2013,99.0
fin,dtp1,2014,99.0
fin,dtp1,2015,99.0
fin,dtp1,2016,99.0
fin,dtp1,2017,98.0
fin,dtp3,1980,92.0
fin,dtp3,1981,92.0
fin,dtp3,1982,94.0
fin,dtp3,1983,94.0
fin,dtp3,1984,95.0
fin,dtp3,1985,96.0
fin,dtp3,1986,97.0
fin,dtp3,1987,98.0
fin,dtp3,1988,99.0
fin,dtp3,1989,90.0
fin,dtp3,1990,90.0
fin,dtp3,1991,95.0
fin,dtp3,1992,99.0
fin,dtp3,1993,99.0
fin,dtp3,1994,99.0
fin,dtp3,1995,99.0
fin,dtp3,1996,99.0
fin,dtp3,1997,99.0
fin,dtp3,1998,99.0
fin,dtp3,1999,99.0
fin,dtp3,2000,99.0
